IdLugarSalida,Lugar Salida,IdTranspSalidad,Transporte Internacional de Salida,FechaSalida,IdFecSalida,FechaEntrada,IdFecEntrada,IdNacionalidad,Pais,IdDeptoResidencia,Departamento,IdMotivo,Motivo,IdOcupacion,Ocupacion,IdNivelEstudio,Estudio,IdDestino,Destino,IdAlojamiento,Alojamiento,IdLugarIngreso,Lugar Ingreso,IdTranspIngreso,Transporte Internacional de Ingreso,IdTranspLocal,Trasporte Local,Estadia,Gente,GastoTotal,GastoAlojamiento,GastoAlimentacion,GastoTransporteInternac,GatoTransporteLocal,GastoCultural,GastoTours,GastoCompras,GastoResto,Coef,CoefTot
1,Colonia,5,Maritimo - Fluvial,2024-12-23,16428,2024-12-28,16433,1,Uruguay,21,Montevideo,1,"Ocio, Recreo, Vacaciones",27,Profesional dependiente,,,10,Argentina,1,Hotel,1,Colonia,5,Maritimo - Fluvial,6,Otros,5,2,800.0,283.9,255.49,0.0,260.61,0.0,0.0,0.0,0.0,571.58,1143.17
3,Aeropuerto de Carrasco,1,Aereo,2018-01-27,13906,2018-02-24,13934,1,Uruguay,20,Canelones,6,Religion y Peregrinaciones,22,Religioso,4.0,Secundaria completa,31,Chile,11,Otros,3,Aeropuerto de Carrasco,1,Aereo,3,Taxi - Bus,28,1,300.0,0.0,253.25,0.0,46.75,0.0,0.0,0.0,0.0,170.97,170.97
10,Salto,2,Terrestre Auto,2017-02-25,13570,2017-03-09,13582,1,Uruguay,21,Montevideo,2,Visita familiares / amigos,1,"Jubilado, Pensionista",5.0,Terciaria incompleta,30,Paraguay,6,Vivienda Familiares / Amigos,10,Salto,3,Terrestre Bus,0,Sin Datos,12,1,1486.0,0.0,480.0,260.0,0.0,150.0,0.0,100.0,756.0,100.29,100.29
8,Paysandú,2,Terrestre Auto,2024-05-15,16206,2024-05-22,16213,10,Argentina,21,Montevideo,1,"Ocio, Recreo, Vacaciones",11,"Patron, Com, Ind, Prod Agrop",,,10,Argentina,1,Hotel,8,Paysandú,2,Terrestre Auto,1,Auto propio,7,2,1000.0,263.13,239.32,0.0,251.13,88.49,0.0,157.93,0.0,59.57,119.14
13,Rivera,2,Terrestre Auto,2022-07-20,15541,2022-07-25,15546,1,Uruguay,53,Rivera,1,"Ocio, Recreo, Vacaciones",16,"Empl. Adm, Cajero, Vendedor",4.0,Secundaria completa,20,Brasil,1,Hotel,13,Rivera,2,Terrestre Auto,1,Auto propio,5,5,3221.49,973.47,851.79,0.0,486.74,243.37,0.0,560.29,105.84,60.84,304.22
7,Fray Bentos,2,Terrestre Auto,2024-08-17,16300,2024-08-23,16306,1,Uruguay,21,Montevideo,1,"Ocio, Recreo, Vacaciones",11,"Patron, Com, Ind, Prod Agrop",,,10,Argentina,30,Vivienda arrendada X plataforma,7,Fray Bentos,2,Terrestre Auto,1,Auto propio,6,2,1500.0,380.22,344.71,0.0,360.97,148.7,0.0,265.4,0.0,241.92,483.84
10,Salto,2,Terrestre Auto,2018-07-07,14067,2018-07-11,14071,1,Uruguay,51,Artigas,1,"Ocio, Recreo, Vacaciones",15,"Obrero esp, Conductor, Artesano",3.0,Secundaria incompleta,10,Argentina,12,"Cabañas, Bungalows",10,Salto,2,Terrestre Auto,1,Auto propio,4,4,570.0,200.0,200.0,0.0,35.0,22.85,0.0,37.17,74.98,213.42,853.67
7,Fray Bentos,3,Terrestre Bus,2017-03-08,13581,2017-03-13,13586,1,Uruguay,21,Montevideo,2,Visita familiares / amigos,15,"Obrero esp, Conductor, Artesano",7.0,Otros,10,Argentina,6,Vivienda Familiares / Amigos,7,Fray Bentos,3,Terrestre Bus,0,Sin Datos,5,3,1299.0,0.0,375.0,27.0,180.0,342.0,0.0,402.0,0.0,99.93,299.79
18,Río Branco,2,Terrestre Auto,2025-09-11,16690,2025-09-17,16696,1,Uruguay,52,Cerro Largo,1,"Ocio, Recreo, Vacaciones",25,Trabajador dependiente,,,20,Brasil,30,Vivienda arrendada X plataforma,18,Río Branco,2,Terrestre Auto,1,Auto propio,6,2,1200.0,420.0,202.81,0.0,87.49,237.96,0.0,200.0,51.74,154.96,309.93
3,Aeropuerto de Carrasco,1,Aereo,2017-09-03,13760,2017-09-10,13767,1,Uruguay,21,Montevideo,1,"Ocio, Recreo, Vacaciones",16,"Empl. Adm, Cajero, Vendedor",4.0,Secundaria completa,10,Argentina,1,Hotel,3,Aeropuerto de Carrasco,1,Aereo,0,Sin Datos,7,2,2290.0,1574.76,466.59,442.0,116.65,52.0,10.0,70.0,0.0,112.09,224.19
10,Salto,2,Terrestre Auto,2016-12-30,13513,2017-01-06,13520,1,Uruguay,12,Rio Negro,1,"Ocio, Recreo, Vacaciones",15,"Obrero esp, Conductor, Artesano",3.0,Secundaria incompleta,10,Argentina,1,Hotel,10,Salto,2,Terrestre Auto,0,Sin Datos,7,4,1191.69,173.15,127.32,0.0,50.93,35.65,0.0,0.0,804.64,96.18,384.71
3,Aeropuerto de Carrasco,1,Aereo,2017-08-15,13741,2017-08-24,13750,1,Uruguay,21,Montevideo,2,Visita familiares / amigos,2,Ama de casa,4.0,Secundaria completa,20,Brasil,6,Vivienda Familiares / Amigos,3,Aeropuerto de Carrasco,1,Aereo,0,Sin Datos,9,1,1100.0,0.0,188.02,450.0,0.0,578.8,0.0,300.0,33.18,125.41,125.41
7,Fray Bentos,2,Terrestre Auto,2017-03-21,13594,2017-03-27,13600,1,Uruguay,21,Montevideo,1,"Ocio, Recreo, Vacaciones",16,"Empl. Adm, Cajero, Vendedor",5.0,Terciaria incompleta,10,Argentina,1,Hotel,10,Salto,2,Terrestre Auto,0,Sin Datos,6,5,3167.23,873.72,546.07,0.0,262.12,415.02,0.0,0.0,1070.31,100.29,501.44
3,Aeropuerto de Carrasco,1,Aereo,2018-09-14,14136,2018-09-16,14138,1,Uruguay,21,Montevideo,1,"Ocio, Recreo, Vacaciones",11,"Patron, Com, Ind, Prod Agrop",3.0,Secundaria incompleta,33,Centro y Norte America,1,Hotel,3,Aeropuerto de Carrasco,1,Aereo,3,Taxi - Bus,2,2,1626.29,624.0,163.43,1464.0,148.57,139.36,0.0,550.92,0.0,215.64,431.27
10,Salto,2,Terrestre Auto,2023-02-06,15742,2023-02-08,15744,1,Uruguay,60,Salto,5,Tratamiento Salud,1,"Jubilado, Pensionista",5.0,Terciaria incompleta,10,Argentina,6,Vivienda Familiares / Amigos,10,Salto,2,Terrestre Auto,1,Auto propio,2,3,400.0,0.0,50.0,0.0,50.0,0.0,0.0,0.0,300.0,365.47,1096.4
7,Fray Bentos,2,Terrestre Auto,2019-04-20,14354,2019-04-25,14359,1,Uruguay,13,Soriano,1,"Ocio, Recreo, Vacaciones",16,"Empl. Adm, Cajero, Vendedor",5.0,Terciaria incompleta,10,Argentina,1,Hotel,7,Fray Bentos,2,Terrestre Auto,1,Auto propio,5,3,1950.0,480.0,540.0,0.0,193.79,73.99,0.0,450.0,212.22,276.13,828.4
7,Fray Bentos,3,Terrestre Bus,2017-10-05,13792,2017-10-11,13798,1,Uruguay,21,Montevideo,1,"Ocio, Recreo, Vacaciones",15,"Obrero esp, Conductor, Artesano",4.0,Secundaria completa,10,Argentina,10,Tiempo Compartido,8,Paysandú,3,Terrestre Bus,3,Taxi - Bus,6,2,315.78,0.0,73.11,17.07,48.07,0.0,0.0,50.84,143.75,206.18,412.37
7,Fray Bentos,2,Terrestre Auto,2017-09-28,13785,2017-10-01,13788,1,Uruguay,21,Montevideo,3,Trabajo / Profesion,12,"Director, gerente",4.0,Secundaria completa,10,Argentina,6,Vivienda Familiares / Amigos,8,Paysandú,3,Terrestre Bus,4,Auto familiares / amigos,3,1,164.29,0.0,37.71,1.11,0.0,0.0,0.0,52.45,74.14,206.18,206.18
3,Aeropuerto de Carrasco,1,Aereo,2023-09-24,15972,2023-10-03,15981,1,Uruguay,31,Maldonado,1,"Ocio, Recreo, Vacaciones",13,"Prof, Tecnico, Docente, Artista",6.0,Terciaria completa,20,Brasil,11,Otros,3,Aeropuerto de Carrasco,1,Aereo,6,Otros,9,1,518.05,290.74,86.15,486.96,21.54,0.0,0.0,119.63,0.0,198.65,198.65
15,Artigas,2,Terrestre Auto,2024-07-15,16267,2024-07-17,16269,1,Uruguay,51,Artigas,2,Visita familiares / amigos,25,Trabajador dependiente,,,20,Brasil,6,Vivienda Familiares / Amigos,15,Artigas,2,Terrestre Auto,1,Auto propio,2,4,248.99,0.0,99.6,0.0,87.15,0.0,0.0,62.25,0.0,253.88,1015.53
8,Paysandú,2,Terrestre Auto,2018-07-17,14077,2018-07-19,14079,1,Uruguay,61,Paysandu,2,Visita familiares / amigos,21,"Militar, policia, Aduanero, Insp, bombero, Marinero",4.0,Secundaria completa,10,Argentina,6,Vivienda Familiares / Amigos,8,Paysandú,2,Terrestre Auto,1,Auto propio,2,2,356.83,0.0,93.6,0.0,44.04,0.0,0.0,219.19,0.0,527.1,1054.2
15,Artigas,2,Terrestre Auto,2025-04-24,16550,2025-05-02,16558,1,Uruguay,60,Salto,1,"Ocio, Recreo, Vacaciones",24,Trabajador Independiente,,,20,Brasil,30,Vivienda arrendada X plataforma,16,Bella Unión,2,Terrestre Auto,1,Auto propio,8,2,1500.0,579.12,300.0,0.0,80.0,200.0,0.0,250.0,90.88,155.93,311.86
10,Salto,2,Terrestre Auto,2019-06-13,14408,2019-06-19,14414,1,Uruguay,60,Salto,1,"Ocio, Recreo, Vacaciones",16,"Empl. Adm, Cajero, Vendedor",5.0,Terciaria incompleta,10,Argentina,1,Hotel,10,Salto,2,Terrestre Auto,3,Taxi - Bus,6,4,3898.17,972.1,548.21,0.0,926.56,0.0,0.0,431.41,1019.88,190.78,763.1
1,Colonia,5,Maritimo - Fluvial,2019-11-14,14562,2019-11-18,14566,10,Argentina,20,Canelones,2,Visita familiares / amigos,16,"Empl. Adm, Cajero, Vendedor",4.0,Secundaria completa,10,Argentina,6,Vivienda Familiares / Amigos,1,Colonia,5,Maritimo - Fluvial,3,Taxi - Bus,4,2,74.39,0.0,53.14,0.0,0.0,0.0,0.0,21.25,0.0,672.87,1345.74
1,Colonia,5,Maritimo - Fluvial,2024-05-02,16193,2024-05-03,16194,1,Uruguay,21,Montevideo,3,Trabajo / Profesion,27,Profesional dependiente,,,10,Argentina,1,Hotel,1,Colonia,5,Maritimo - Fluvial,3,Taxi - Bus,1,1,79.95,27.92,25.39,119.92,26.64,0.0,0.0,0.0,0.0,176.08,176.08
1,Colonia,5,Maritimo - Fluvial,2019-04-28,14362,2019-05-02,14366,1,Uruguay,21,Montevideo,2,Visita familiares / amigos,16,"Empl. Adm, Cajero, Vendedor",4.0,Secundaria completa,10,Argentina,6,Vivienda Familiares / Amigos,1,Colonia,5,Maritimo - Fluvial,3,Taxi - Bus,4,1,341.27,0.0,74.67,121.55,121.68,57.05,0.0,87.87,0.0,274.09,274.09
3,Aeropuerto de Carrasco,1,Aereo,2023-11-21,16030,2023-11-29,16038,1,Uruguay,21,Montevideo,1,"Ocio, Recreo, Vacaciones",12,"Director, gerente",6.0,Terciaria completa,33,Centro y Norte America,1,Hotel,3,Aeropuerto de Carrasco,1,Aereo,3,Taxi - Bus,8,2,3495.61,718.08,212.77,1539.14,53.19,0.0,0.0,2511.58,0.0,186.25,372.51
8,Paysandú,2,Terrestre Auto,2017-03-25,13598,2017-03-28,13601,1,Uruguay,12,Rio Negro,2,Visita familiares / amigos,16,"Empl. Adm, Cajero, Vendedor",4.0,Secundaria completa,10,Argentina,6,Vivienda Familiares / Amigos,8,Paysandú,2,Terrestre Auto,0,Sin Datos,3,3,212.57,0.0,31.51,0.0,15.12,47.89,0.0,56.29,61.76,143.64,430.92
3,Aeropuerto de Carrasco,1,Aereo,2019-07-18,14443,2019-07-28,14453,1,Uruguay,43,Tacuarembo,1,"Ocio, Recreo, Vacaciones",11,"Patron, Com, Ind, Prod Agrop",6.0,Terciaria completa,33,Centro y Norte America,1,Hotel,3,Aeropuerto de Carrasco,1,Aereo,6,Otros,10,2,2340.21,1246.97,369.47,2745.0,92.37,0.0,0.0,585.21,46.18,185.45,370.9
18,Río Branco,2,Terrestre Auto,2016-12-30,13513,2017-01-09,13523,1,Uruguay,41,Flores,1,"Ocio, Recreo, Vacaciones",16,"Empl. Adm, Cajero, Vendedor",5.0,Terciaria incompleta,20,Brasil,5,Vivienda Arrendada,18,Río Branco,2,Terrestre Auto,0,Sin Datos,10,4,1800.0,600.0,550.0,0.0,200.0,150.84,118.16,105.59,75.42,96.18,384.71
1,Colonia,5,Maritimo - Fluvial,2022-12-29,15703,2023-01-06,15711,1,Uruguay,20,Canelones,2,Visita familiares / amigos,15,"Obrero esp, Conductor, Artesano",3.0,Secundaria incompleta,10,Argentina,6,Vivienda Familiares / Amigos,1,Colonia,5,Maritimo - Fluvial,3,Taxi - Bus,8,3,888.64,0.0,380.85,208.2,179.21,48.52,0.0,86.6,193.46,79.35,78.43
3,Aeropuerto de Carrasco,1,Aereo,2019-05-26,14390,2019-05-29,14393,1,Uruguay,21,Montevideo,3,Trabajo / Profesion,12,"Director, gerente",6.0,Terciaria completa,20,Brasil,1,Hotel,3,Aeropuerto de Carrasco,1,Aereo,6,Otros,3,1,270.0,168.87,83.73,380.0,17.41,0.0,0.0,0.0,0.0,231.95,231.95
10,Salto,2,Terrestre Auto,2023-02-25,15761,2023-03-03,15767,1,Uruguay,41,Flores,1,"Ocio, Recreo, Vacaciones",16,"Empl. Adm, Cajero, Vendedor",4.0,Secundaria completa,10,Argentina,2,Appart Hotel,10,Salto,2,Terrestre Auto,1,Auto propio,6,4,1135.2,250.56,306.81,0.0,46.02,122.72,0.0,383.51,25.57,299.89,1199.55
4,Chuy,2,Terrestre Auto,2022-11-27,15671,2022-12-05,15679,1,Uruguay,11,Saqn Jose,1,"Ocio, Recreo, Vacaciones",16,"Empl. Adm, Cajero, Vendedor",5.0,Terciaria incompleta,20,Brasil,2,Appart Hotel,4,Chuy,2,Terrestre Auto,1,Auto propio,8,4,1250.0,400.0,300.0,0.0,200.0,118.02,0.0,200.0,31.98,121.72,486.89
10,Salto,2,Terrestre Auto,2025-01-12,16448,2025-01-17,16453,1,Uruguay,60,Salto,2,Visita familiares / amigos,24,Trabajador Independiente,,,10,Argentina,30,Vivienda arrendada X plataforma,10,Salto,2,Terrestre Auto,1,Auto propio,5,3,800.0,300.0,160.77,0.0,30.0,83.23,0.0,50.0,176.01,227.27,681.81
7,Fray Bentos,3,Terrestre Bus,2017-11-02,13820,2017-11-08,13826,10,Argentina,31,Maldonado,2,Visita familiares / amigos,2,Ama de casa,4.0,Secundaria completa,10,Argentina,6,Vivienda Familiares / Amigos,7,Fray Bentos,3,Terrestre Bus,4,Auto familiares / amigos,6,2,133.94,0.0,80.73,35.13,0.0,0.0,0.0,53.21,0.0,198.33,396.66
8,Paysandú,2,Terrestre Auto,2019-06-01,14396,2019-06-04,14399,1,Uruguay,61,Paysandu,2,Visita familiares / amigos,16,"Empl. Adm, Cajero, Vendedor",5.0,Terciaria incompleta,10,Argentina,6,Vivienda Familiares / Amigos,8,Paysandú,2,Terrestre Auto,1,Auto propio,3,2,95.82,0.0,10.29,0.0,50.19,0.0,0.0,16.19,19.14,474.16,948.32
8,Paysandú,2,Terrestre Auto,2023-04-25,15820,2023-04-26,15821,1,Uruguay,61,Paysandu,2,Visita familiares / amigos,16,"Empl. Adm, Cajero, Vendedor",3.0,Secundaria incompleta,10,Argentina,6,Vivienda Familiares / Amigos,8,Paysandú,2,Terrestre Auto,1,Auto propio,1,3,128.93,0.0,25.79,0.0,25.79,0.0,0.0,64.46,12.89,769.22,2307.65
18,Río Branco,2,Terrestre Auto,2024-09-19,16333,2024-09-29,16343,1,Uruguay,21,Montevideo,1,"Ocio, Recreo, Vacaciones",1,"Jubilado, Pensionista",,,20,Brasil,1,Hotel,18,Río Branco,2,Terrestre Auto,1,Auto propio,10,2,2000.0,860.0,600.0,0.0,220.0,146.88,0.0,124.48,48.64,265.46,530.93
1,Colonia,5,Maritimo - Fluvial,2019-03-09,14312,2019-03-21,14324,1,Uruguay,20,Canelones,1,"Ocio, Recreo, Vacaciones",13,"Prof, Tecnico, Docente, Artista",6.0,Terciaria completa,10,Argentina,5,Vivienda Arrendada,1,Colonia,5,Maritimo - Fluvial,1,Auto propio,12,3,2000.0,600.0,369.82,300.0,200.0,92.15,0.0,146.93,591.1,210.93,632.79
10,Salto,2,Terrestre Auto,2018-12-14,14227,2018-12-26,14239,1,Uruguay,10,Colonia,1,"Ocio, Recreo, Vacaciones",13,"Prof, Tecnico, Docente, Artista",6.0,Terciaria completa,10,Argentina,1,Hotel,10,Salto,2,Terrestre Auto,1,Auto propio,12,2,1500.0,550.0,135.91,0.0,200.0,300.0,0.0,54.14,259.95,312.65,625.3
1,Colonia,5,Maritimo - Fluvial,2017-08-26,13752,2017-08-29,13755,1,Uruguay,21,Montevideo,3,Trabajo / Profesion,13,"Prof, Tecnico, Docente, Artista",6.0,Terciaria completa,10,Argentina,1,Hotel,1,Colonia,5,Maritimo - Fluvial,0,Sin Datos,3,1,400.0,125.65,69.11,39.0,37.7,0.0,0.0,117.28,50.26,163.5,163.5
4,Chuy,3,Terrestre Bus,2019-04-21,14355,2019-04-27,14361,1,Uruguay,20,Canelones,1,"Ocio, Recreo, Vacaciones",16,"Empl. Adm, Cajero, Vendedor",4.0,Secundaria completa,20,Brasil,1,Hotel,4,Chuy,3,Terrestre Bus,3,Taxi - Bus,6,2,768.67,361.65,107.16,344.4,26.79,0.0,123.66,149.42,0.0,303.66,607.32
4,Chuy,2,Terrestre Auto,2025-07-09,16626,2025-07-18,16635,1,Uruguay,20,Canelones,1,"Ocio, Recreo, Vacaciones",25,Trabajador dependiente,,,20,Brasil,30,Vivienda arrendada X plataforma,4,Chuy,2,Terrestre Auto,1,Auto propio,9,4,1958.86,600.0,500.0,0.0,70.0,400.0,0.0,200.0,188.86,119.35,477.42
10,Salto,2,Terrestre Auto,2024-10-08,16352,2024-10-11,16355,1,Uruguay,60,Salto,3,Trabajo / Profesion,26,Profesional independiente,,,10,Argentina,1,Hotel,10,Salto,2,Terrestre Auto,1,Auto propio,3,1,325.0,76.82,69.63,0.0,71.32,0.0,0.0,107.23,0.0,211.54,211.54
7,Fray Bentos,2,Terrestre Auto,2024-06-18,16240,2024-06-23,16245,1,Uruguay,12,Rio Negro,1,"Ocio, Recreo, Vacaciones",25,Trabajador dependiente,,,10,Argentina,1,Hotel,7,Fray Bentos,2,Terrestre Auto,1,Auto propio,5,2,660.19,139.58,126.95,0.0,132.38,0.0,0.0,117.29,143.99,177.21,354.41
7,Fray Bentos,2,Terrestre Auto,2024-05-09,16200,2024-05-13,16204,1,Uruguay,21,Montevideo,2,Visita familiares / amigos,27,Profesional dependiente,,,10,Argentina,6,Vivienda Familiares / Amigos,7,Fray Bentos,2,Terrestre Auto,1,Auto propio,4,4,1350.0,0.0,350.53,0.0,367.84,226.82,0.0,404.82,0.0,177.57,710.26
3,Aeropuerto de Carrasco,1,Aereo,2022-06-07,15498,2022-06-19,15510,19,Brasil,21,Montevideo,1,"Ocio, Recreo, Vacaciones",16,"Empl. Adm, Cajero, Vendedor",6.0,Terciaria completa,20,Brasil,3,Hostel,3,Aeropuerto de Carrasco,1,Aereo,3,Taxi - Bus,12,1,1500.0,590.49,523.84,0.0,130.08,0.0,0.0,255.59,0.0,9.3,9.3
7,Fray Bentos,2,Terrestre Auto,2024-09-30,16344,2024-10-04,16348,1,Uruguay,11,Saqn Jose,1,"Ocio, Recreo, Vacaciones",26,Profesional independiente,,,10,Argentina,1,Hotel,7,Fray Bentos,2,Terrestre Auto,1,Auto propio,4,2,2000.0,366.58,332.27,0.0,340.3,215.01,0.0,383.73,362.1,167.34,334.69
3,Aeropuerto de Carrasco,1,Aereo,2022-11-04,15648,2022-11-16,15660,1,Uruguay,21,Montevideo,3,Trabajo / Profesion,13,"Prof, Tecnico, Docente, Artista",6.0,Terciaria completa,20,Brasil,1,Hotel,3,Aeropuerto de Carrasco,1,Aereo,6,Otros,12,1,493.26,234.71,204.37,472.62,54.18,0.0,0.0,0.0,0.0,263.54,263.54
16,Bella Unión,2,Terrestre Auto,2025-04-07,16533,2025-04-14,16540,1,Uruguay,40,Durazno,1,"Ocio, Recreo, Vacaciones",25,Trabajador dependiente,,,20,Brasil,1,Hotel,10,Salto,2,Terrestre Auto,1,Auto propio,7,3,3000.0,960.0,750.0,0.0,450.0,401.77,0.0,340.49,97.74,247.72,743.17
8,Paysandú,2,Terrestre Auto,2018-08-20,14111,2018-08-23,14114,1,Uruguay,61,Paysandu,6,Religion y Peregrinaciones,22,Religioso,5.0,Terciaria incompleta,10,Argentina,6,Vivienda Familiares / Amigos,8,Paysandú,2,Terrestre Auto,1,Auto propio,3,2,143.65,0.0,97.43,0.0,46.22,0.0,0.0,0.0,0.0,529.01,1058.02
3,Aeropuerto de Carrasco,1,Aereo,2023-11-23,16032,2023-12-01,16040,1,Uruguay,10,Colonia,2,Visita familiares / amigos,1,"Jubilado, Pensionista",3.0,Secundaria incompleta,31,Chile,6,Vivienda Familiares / Amigos,3,Aeropuerto de Carrasco,1,Aereo,4,Auto familiares / amigos,8,2,820.0,0.0,300.0,868.0,0.0,170.0,0.0,300.0,50.0,190.73,381.46
7,Fray Bentos,3,Terrestre Bus,2017-03-20,13593,2017-04-02,13606,1,Uruguay,11,Saqn Jose,5,Tratamiento Salud,12,"Director, gerente",6.0,Terciaria completa,10,Argentina,11,Otros,8,Paysandú,3,Terrestre Bus,0,Sin Datos,13,2,2500.0,0.0,50.0,0.0,50.0,0.0,0.0,200.0,2200.0,166.77,333.54
10,Salto,2,Terrestre Auto,2017-07-01,13696,2017-07-10,13705,1,Uruguay,40,Durazno,2,Visita familiares / amigos,4,Rentista,4.0,Secundaria completa,10,Argentina,12,"Cabañas, Bungalows",10,Salto,2,Terrestre Auto,0,Sin Datos,9,4,1876.0,500.0,300.0,0.0,396.0,228.0,0.0,200.0,252.0,131.33,525.33
16,Bella Unión,2,Terrestre Auto,2017-12-07,13855,2017-12-12,13860,1,Uruguay,51,Artigas,2,Visita familiares / amigos,16,"Empl. Adm, Cajero, Vendedor",5.0,Terciaria incompleta,20,Brasil,6,Vivienda Familiares / Amigos,16,Bella Unión,2,Terrestre Auto,1,Auto propio,5,2,565.25,0.0,186.24,0.0,110.01,0.0,0.0,237.78,31.22,86.99,173.97
2,Puerto de montevideo,5,Maritimo - Fluvial,2019-07-15,14440,2019-07-17,14442,1,Uruguay,21,Montevideo,3,Trabajo / Profesion,13,"Prof, Tecnico, Docente, Artista",6.0,Terciaria completa,10,Argentina,1,Hotel,2,Puerto de montevideo,5,Maritimo - Fluvial,3,Taxi - Bus,2,1,378.18,106.34,59.91,121.82,99.92,0.0,0.0,0.0,112.01,318.87,318.87
3,Aeropuerto de Carrasco,1,Aereo,2019-04-13,14347,2019-04-22,14356,1,Uruguay,21,Montevideo,1,"Ocio, Recreo, Vacaciones",13,"Prof, Tecnico, Docente, Artista",6.0,Terciaria completa,33,Centro y Norte America,1,Hotel,3,Aeropuerto de Carrasco,1,Aereo,2,Auto alquilado,9,5,7782.04,3438.37,1018.78,9760.0,1655.51,127.35,0.0,1542.04,0.0,234.17,1170.87
14,Nueva Palmira,5,Maritimo - Fluvial,2019-10-13,14530,2019-10-16,14533,1,Uruguay,10,Colonia,1,"Ocio, Recreo, Vacaciones",16,"Empl. Adm, Cajero, Vendedor",4.0,Secundaria completa,10,Argentina,1,Hotel,14,Nueva Palmira,5,Maritimo - Fluvial,3,Taxi - Bus,3,1,740.67,148.65,139.02,121.49,138.62,0.0,0.0,201.77,112.61,145.71,145.71
7,Fray Bentos,2,Terrestre Auto,2020-01-25,14634,2020-01-30,14639,1,Uruguay,21,Montevideo,3,Trabajo / Profesion,13,"Prof, Tecnico, Docente, Artista",6.0,Terciaria completa,10,Argentina,1,Hotel,7,Fray Bentos,2,Terrestre Auto,1,Auto propio,5,2,450.0,150.0,114.78,0.0,0.0,0.0,0.0,0.0,185.22,193.45,386.91
10,Salto,2,Terrestre Auto,2018-03-30,13968,2018-04-04,13973,1,Uruguay,11,Saqn Jose,1,"Ocio, Recreo, Vacaciones",11,"Patron, Com, Ind, Prod Agrop",4.0,Secundaria completa,10,Argentina,1,Hotel,10,Salto,2,Terrestre Auto,1,Auto propio,5,2,900.0,500.0,79.53,0.0,100.0,150.0,0.0,0.0,70.47,130.38,260.77
4,Chuy,3,Terrestre Bus,2022-09-05,15588,2022-09-09,15592,1,Uruguay,21,Montevideo,3,Trabajo / Profesion,13,"Prof, Tecnico, Docente, Artista",6.0,Terciaria completa,20,Brasil,1,Hotel,4,Chuy,3,Terrestre Bus,6,Otros,4,1,396.73,200.0,100.0,140.0,0.0,0.0,0.0,80.0,16.73,85.74,85.74
4,Chuy,3,Terrestre Bus,2017-07-01,13696,2017-07-08,13703,1,Uruguay,21,Montevideo,2,Visita familiares / amigos,1,"Jubilado, Pensionista",5.0,Terciaria incompleta,20,Brasil,6,Vivienda Familiares / Amigos,4,Chuy,3,Terrestre Bus,0,Sin Datos,7,1,306.0,0.0,161.0,0.0,0.0,0.0,0.0,110.0,35.0,69.84,69.84
7,Fray Bentos,2,Terrestre Auto,2025-02-07,16474,2025-02-14,16481,1,Uruguay,21,Montevideo,2,Visita familiares / amigos,1,"Jubilado, Pensionista",,,10,Argentina,6,Vivienda Familiares / Amigos,7,Fray Bentos,2,Terrestre Auto,1,Auto propio,7,2,400.0,0.0,167.66,0.0,170.34,62.0,0.0,0.0,0.0,218.34,436.67
8,Paysandú,2,Terrestre Auto,2017-09-03,13760,2017-09-06,13763,1,Uruguay,60,Salto,1,"Ocio, Recreo, Vacaciones",16,"Empl. Adm, Cajero, Vendedor",5.0,Terciaria incompleta,10,Argentina,1,Hotel,8,Paysandú,2,Terrestre Auto,0,Sin Datos,3,2,698.0,234.0,138.0,32.0,66.0,0.0,0.0,176.0,84.0,246.3,492.6
8,Paysandú,2,Terrestre Auto,2022-11-04,15648,2022-11-09,15653,1,Uruguay,61,Paysandu,1,"Ocio, Recreo, Vacaciones",13,"Prof, Tecnico, Docente, Artista",6.0,Terciaria completa,10,Argentina,6,Vivienda Familiares / Amigos,8,Paysandú,2,Terrestre Auto,1,Auto propio,5,2,1006.37,0.0,317.54,0.0,388.16,0.0,0.0,300.67,0.0,451.14,902.29
2,Puerto de montevideo,5,Maritimo - Fluvial,2024-09-07,16321,2024-09-12,16326,1,Uruguay,21,Montevideo,1,"Ocio, Recreo, Vacaciones",25,Trabajador dependiente,,,10,Argentina,1,Hotel,2,Puerto de montevideo,5,Maritimo - Fluvial,3,Taxi - Bus,5,2,1186.32,300.0,253.91,320.0,20.0,80.0,0.0,234.59,297.82,207.89,415.77
4,Chuy,2,Terrestre Auto,2019-05-15,14379,2019-05-20,14384,1,Uruguay,21,Montevideo,1,"Ocio, Recreo, Vacaciones",16,"Empl. Adm, Cajero, Vendedor",4.0,Secundaria completa,20,Brasil,1,Hotel,4,Chuy,2,Terrestre Auto,1,Auto propio,5,2,500.0,334.27,165.73,387.71,0.0,0.0,0.0,0.0,0.0,112.74,225.48
3,Aeropuerto de Carrasco,1,Aereo,2017-04-28,13632,2017-05-05,13639,1,Uruguay,21,Montevideo,1,"Ocio, Recreo, Vacaciones",1,"Jubilado, Pensionista",6.0,Terciaria completa,32,Resto Sud America,1,Hotel,3,Aeropuerto de Carrasco,1,Aereo,0,Sin Datos,7,2,1631.0,689.9,340.0,1159.0,51.1,300.0,0.0,250.0,0.0,131.68,263.35
