IdLugarSalida,Lugar Salida,IdTranspSalidad,Transporte Internacional de Salida,FechaSalida,IdFecSalida,FechaEntrada,IdFecEntrada,IdNacionalidad,Pais,IdDeptoResidencia,Departamento,IdMotivo,Motivo,IdOcupacion,Ocupacion,IdNivelEstudio,Estudio,IdDestino,Destino,IdAlojamiento,Alojamiento,IdLugarIngreso,Lugar Ingreso,IdTranspIngreso,Transporte Internacional de Ingreso,IdTranspLocal,Trasporte Local,Estadia,Gente,GastoTotal,GastoAlojamiento,GastoAlimentacion,GastoTransporteInternac,GatoTransporteLocal,GastoCultural,GastoTours,GastoCompras,GastoResto,Coef,CoefTot
8,Paysandú,2,Terrestre Auto,2024-08-31,16314,2024-09-04,16318,1,Uruguay,61,Paysandu,1,"Ocio, Recreo, Vacaciones",24,Trabajador Independiente,,,10,Argentina,1,Hotel,8,Paysandú,2,Terrestre Auto,1,Auto propio,4,2,551.41,109.84,101.56,0.0,103.58,0.0,0.0,117.29,119.13,591.13,1182.26
8,Paysandú,2,Terrestre Auto,2018-10-07,14159,2018-10-10,14162,1,Uruguay,21,Montevideo,5,Tratamiento Salud,2,Ama de casa,3.0,Secundaria incompleta,10,Argentina,11,Otros,8,Paysandú,3,Terrestre Bus,4,Auto familiares / amigos,3,2,660.0,204.87,115.48,181.19,0.0,0.0,0.0,183.94,155.71,418.54,837.08
7,Fray Bentos,3,Terrestre Bus,2025-03-15,16510,2025-03-20,16515,1,Uruguay,21,Montevideo,1,"Ocio, Recreo, Vacaciones",25,Trabajador dependiente,,,10,Argentina,1,Hotel,7,Fray Bentos,3,Terrestre Bus,3,Taxi - Bus,5,2,800.0,350.0,83.98,220.0,85.23,43.48,0.0,100.0,137.31,166.53,333.05
5,Carmelo,5,Maritimo - Fluvial,2023-07-15,15901,2023-07-17,15903,1,Uruguay,13,Soriano,1,"Ocio, Recreo, Vacaciones",16,"Empl. Adm, Cajero, Vendedor",5.0,Terciaria incompleta,10,Argentina,1,Hotel,5,Carmelo,5,Maritimo - Fluvial,3,Taxi - Bus,2,2,636.53,68.62,84.46,150.44,13.2,36.95,0.0,369.51,63.79,8.78,17.57
1,Colonia,5,Maritimo - Fluvial,2025-02-19,16486,2025-02-23,16490,10,Argentina,21,Montevideo,2,Visita familiares / amigos,25,Trabajador dependiente,,,10,Argentina,6,Vivienda Familiares / Amigos,1,Colonia,5,Maritimo - Fluvial,4,Auto familiares / amigos,4,1,50.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,902.11,902.11
1,Colonia,5,Maritimo - Fluvial,2022-11-18,15662,2022-11-21,15665,1,Uruguay,21,Montevideo,8,Deportivo,99,Otros,7.0,Otros,10,Argentina,6,Vivienda Familiares / Amigos,1,Colonia,5,Maritimo - Fluvial,3,Taxi - Bus,3,1,40.29,0.0,27.71,100.64,12.58,0.0,0.0,0.0,0.0,226.69,226.69
3,Aeropuerto de Carrasco,1,Aereo,2022-03-16,15415,2022-11-06,15650,40,Chile,21,Montevideo,2,Visita familiares / amigos,1,"Jubilado, Pensionista",5.0,Terciaria incompleta,31,Chile,6,Vivienda Familiares / Amigos,3,Aeropuerto de Carrasco,1,Aereo,4,Auto familiares / amigos,235,1,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,272.44,272.44
10,Salto,2,Terrestre Auto,2023-03-02,15766,2023-03-03,15767,1,Uruguay,60,Salto,5,Tratamiento Salud,1,"Jubilado, Pensionista",4.0,Secundaria completa,10,Argentina,6,Vivienda Familiares / Amigos,10,Salto,2,Terrestre Auto,1,Auto propio,1,2,383.51,0.0,38.35,0.0,25.57,0.0,0.0,0.0,319.6,299.89,599.78
7,Fray Bentos,2,Terrestre Auto,2019-05-13,14377,2019-05-13,14377,1,Uruguay,12,Rio Negro,10,Compras,16,"Empl. Adm, Cajero, Vendedor",3.0,Secundaria incompleta,10,Argentina,11,Otros,7,Fray Bentos,2,Terrestre Auto,1,Auto propio,1,1,199.07,0.0,0.0,0.0,85.32,0.0,0.0,113.76,0.0,129.47,129.47
2,Puerto de montevideo,5,Maritimo - Fluvial,2025-04-14,16540,2025-04-16,16542,1,Uruguay,21,Montevideo,3,Trabajo / Profesion,27,Profesional dependiente,,,10,Argentina,1,Hotel,2,Puerto de montevideo,5,Maritimo - Fluvial,3,Taxi - Bus,2,1,369.35,160.0,100.0,220.0,50.88,0.0,0.0,0.0,58.47,137.83,137.83
10,Salto,2,Terrestre Auto,2023-03-13,15777,2023-03-22,15786,1,Uruguay,21,Montevideo,1,"Ocio, Recreo, Vacaciones",14,"Jefe, Capataz, Encargado",4.0,Secundaria completa,10,Argentina,6,Vivienda Familiares / Amigos,10,Salto,2,Terrestre Auto,1,Auto propio,9,4,1500.0,0.0,488.95,0.0,577.35,140.62,42.11,250.97,0.0,299.89,1199.55
3,Aeropuerto de Carrasco,1,Aereo,2019-11-16,14564,2019-11-26,14574,1,Uruguay,21,Montevideo,1,"Ocio, Recreo, Vacaciones",13,"Prof, Tecnico, Docente, Artista",6.0,Terciaria completa,20,Brasil,6,Vivienda Familiares / Amigos,3,Aeropuerto de Carrasco,1,Aereo,4,Auto familiares / amigos,10,2,1000.0,0.0,613.57,897.51,0.0,0.0,0.0,386.43,0.0,230.98,461.97
10,Salto,2,Terrestre Auto,2022-10-03,15616,2022-10-07,15620,1,Uruguay,60,Salto,2,Visita familiares / amigos,15,"Obrero esp, Conductor, Artesano",3.0,Secundaria incompleta,10,Argentina,6,Vivienda Familiares / Amigos,10,Salto,2,Terrestre Auto,1,Auto propio,4,2,675.1,0.0,197.32,0.0,246.05,0.0,0.0,231.73,0.0,529.21,1058.41
10,Salto,2,Terrestre Auto,2018-12-06,14219,2018-12-09,14222,1,Uruguay,60,Salto,2,Visita familiares / amigos,16,"Empl. Adm, Cajero, Vendedor",3.0,Secundaria incompleta,10,Argentina,6,Vivienda Familiares / Amigos,10,Salto,2,Terrestre Auto,1,Auto propio,3,2,217.3,0.0,74.5,0.0,62.08,0.0,0.0,80.71,0.0,312.65,625.3
3,Aeropuerto de Carrasco,1,Aereo,2022-08-04,15556,2022-08-06,15558,1,Uruguay,21,Montevideo,1,"Ocio, Recreo, Vacaciones",13,"Prof, Tecnico, Docente, Artista",6.0,Terciaria completa,20,Brasil,1,Hotel,3,Aeropuerto de Carrasco,1,Aereo,2,Auto alquilado,2,2,1000.0,216.51,189.69,0.0,46.29,0.0,0.0,547.51,0.0,519.55,1039.1
3,Aeropuerto de Carrasco,1,Aereo,2023-07-31,15917,2023-08-04,15921,1,Uruguay,20,Canelones,3,Trabajo / Profesion,13,"Prof, Tecnico, Docente, Artista",6.0,Terciaria completa,30,Paraguay,1,Hotel,3,Aeropuerto de Carrasco,1,Aereo,3,Taxi - Bus,4,1,800.0,300.0,300.0,750.0,100.0,0.0,0.0,100.0,0.0,327.16,327.16
1,Colonia,5,Maritimo - Fluvial,2022-10-13,15626,2022-10-18,15631,1,Uruguay,21,Montevideo,3,Trabajo / Profesion,11,"Patron, Com, Ind, Prod Agrop",7.0,Otros,10,Argentina,1,Hotel,1,Colonia,5,Maritimo - Fluvial,2,Auto alquilado,5,1,751.87,250.0,123.33,90.0,160.0,0.0,0.0,50.0,168.54,322.22,322.22
7,Fray Bentos,2,Terrestre Auto,2018-12-10,14223,2018-12-14,14227,1,Uruguay,12,Rio Negro,1,"Ocio, Recreo, Vacaciones",13,"Prof, Tecnico, Docente, Artista",6.0,Terciaria completa,10,Argentina,1,Hotel,7,Fray Bentos,2,Terrestre Auto,1,Auto propio,4,3,1800.0,430.99,246.67,0.0,355.8,0.0,0.0,294.75,471.79,177.73,533.19
13,Rivera,2,Terrestre Auto,2018-02-09,13919,2018-02-13,13923,1,Uruguay,43,Tacuarembo,1,"Ocio, Recreo, Vacaciones",11,"Patron, Com, Ind, Prod Agrop",4.0,Secundaria completa,20,Brasil,1,Hotel,13,Rivera,2,Terrestre Auto,1,Auto propio,4,2,650.0,280.0,240.0,0.0,100.0,0.0,0.0,0.0,30.0,66.48,132.96
10,Salto,2,Terrestre Auto,2017-06-10,13675,2017-06-12,13677,1,Uruguay,60,Salto,3,Trabajo / Profesion,15,"Obrero esp, Conductor, Artesano",4.0,Secundaria completa,10,Argentina,2,Appart Hotel,10,Salto,2,Terrestre Auto,0,Sin Datos,2,1,200.0,100.0,47.62,0.0,0.0,0.0,0.0,0.0,52.38,112.3,112.3
18,Río Branco,2,Terrestre Auto,2018-11-08,14191,2018-11-10,14193,1,Uruguay,52,Cerro Largo,3,Trabajo / Profesion,11,"Patron, Com, Ind, Prod Agrop",4.0,Secundaria completa,20,Brasil,1,Hotel,18,Río Branco,2,Terrestre Auto,1,Auto propio,2,2,200.0,109.78,56.05,0.0,25.12,0.0,0.0,0.0,9.05,243.65,487.3
3,Aeropuerto de Carrasco,1,Aereo,2020-02-13,14653,2020-03-01,14670,1,Uruguay,21,Montevideo,3,Trabajo / Profesion,11,"Patron, Com, Ind, Prod Agrop",7.0,Otros,33,Centro y Norte America,5,Vivienda Arrendada,3,Aeropuerto de Carrasco,1,Aereo,2,Auto alquilado,17,1,2600.1,800.0,522.49,600.0,297.39,400.0,0.0,300.0,280.22,383.58,383.58
1,Colonia,5,Maritimo - Fluvial,2018-10-03,14155,2018-10-08,14160,1,Uruguay,10,Colonia,2,Visita familiares / amigos,2,Ama de casa,3.0,Secundaria incompleta,10,Argentina,6,Vivienda Familiares / Amigos,1,Colonia,5,Maritimo - Fluvial,3,Taxi - Bus,5,1,250.0,0.0,53.25,70.0,24.94,50.0,0.0,50.0,71.8,259.32,259.32
7,Fray Bentos,3,Terrestre Bus,2018-06-22,14052,2018-07-09,14069,1,Uruguay,20,Canelones,3,Trabajo / Profesion,15,"Obrero esp, Conductor, Artesano",4.0,Secundaria completa,10,Argentina,11,Otros,7,Fray Bentos,3,Terrestre Bus,3,Taxi - Bus,17,1,1200.0,0.0,274.54,300.0,129.16,200.0,0.0,150.0,446.3,170.45,170.45
1,Colonia,5,Maritimo - Fluvial,2023-01-08,15713,2023-01-17,15722,1,Uruguay,21,Montevideo,2,Visita familiares / amigos,13,"Prof, Tecnico, Docente, Artista",6.0,Terciaria completa,10,Argentina,6,Vivienda Familiares / Amigos,1,Colonia,5,Maritimo - Fluvial,3,Taxi - Bus,9,3,550.0,0.0,203.09,0.0,242.67,0.0,0.0,104.24,0.0,79.35,78.43
3,Aeropuerto de Carrasco,1,Aereo,2019-11-08,14556,2019-11-10,14558,10,Argentina,21,Montevideo,2,Visita familiares / amigos,13,"Prof, Tecnico, Docente, Artista",6.0,Terciaria completa,10,Argentina,6,Vivienda Familiares / Amigos,3,Aeropuerto de Carrasco,1,Aereo,4,Auto familiares / amigos,2,2,550.0,0.0,203.89,326.0,0.0,180.95,0.0,0.0,165.15,255.61,511.22
1,Colonia,5,Maritimo - Fluvial,2017-03-06,13579,2017-03-12,13585,1,Uruguay,21,Montevideo,2,Visita familiares / amigos,1,"Jubilado, Pensionista",5.0,Terciaria incompleta,10,Argentina,6,Vivienda Familiares / Amigos,1,Colonia,5,Maritimo - Fluvial,0,Sin Datos,6,1,1000.0,0.0,259.52,0.0,0.0,0.0,0.0,231.83,508.65,150.92,150.92
8,Paysandú,2,Terrestre Auto,2023-11-06,16015,2023-11-10,16019,1,Uruguay,21,Montevideo,1,"Ocio, Recreo, Vacaciones",13,"Prof, Tecnico, Docente, Artista",6.0,Terciaria completa,10,Argentina,2,Appart Hotel,8,Paysandú,2,Terrestre Auto,1,Auto propio,4,4,800.0,266.65,247.51,394.34,0.0,0.0,0.0,285.84,0.0,955.41,3821.65
1,Colonia,5,Maritimo - Fluvial,2017-02-28,13573,2017-03-06,13579,1,Uruguay,21,Montevideo,1,"Ocio, Recreo, Vacaciones",16,"Empl. Adm, Cajero, Vendedor",5.0,Terciaria incompleta,10,Argentina,1,Hotel,1,Colonia,5,Maritimo - Fluvial,0,Sin Datos,6,2,1400.0,377.53,235.96,70.0,113.26,0.0,0.0,210.79,462.47,150.92,301.84
7,Fray Bentos,2,Terrestre Auto,2024-02-20,16121,2024-02-28,16129,1,Uruguay,21,Montevideo,2,Visita familiares / amigos,1,"Jubilado, Pensionista",,,10,Argentina,6,Vivienda Familiares / Amigos,7,Fray Bentos,2,Terrestre Auto,1,Auto propio,8,2,1200.0,0.0,403.72,0.0,432.53,130.62,0.0,233.13,0.0,337.97,675.95
1,Colonia,5,Maritimo - Fluvial,2018-02-03,13913,2018-02-08,13918,1,Uruguay,21,Montevideo,1,"Ocio, Recreo, Vacaciones",16,"Empl. Adm, Cajero, Vendedor",5.0,Terciaria incompleta,10,Argentina,1,Hotel,1,Colonia,5,Maritimo - Fluvial,3,Taxi - Bus,5,2,1390.31,433.02,253.3,50.28,114.61,0.0,0.0,249.81,339.57,236.5,472.99
3,Aeropuerto de Carrasco,1,Aereo,2017-10-17,13804,2017-10-22,13809,1,Uruguay,21,Montevideo,2,Visita familiares / amigos,15,"Obrero esp, Conductor, Artesano",4.0,Secundaria completa,32,Resto Sud America,6,Vivienda Familiares / Amigos,3,Aeropuerto de Carrasco,1,Aereo,3,Taxi - Bus,5,2,848.0,0.0,104.0,139.57,136.0,320.0,0.0,288.0,0.0,106.1,212.2
3,Aeropuerto de Carrasco,1,Aereo,2022-05-13,15473,2022-05-19,15479,1,Uruguay,21,Montevideo,2,Visita familiares / amigos,1,"Jubilado, Pensionista",6.0,Terciaria completa,30,Paraguay,6,Vivienda Familiares / Amigos,3,Aeropuerto de Carrasco,1,Aereo,4,Auto familiares / amigos,6,1,800.0,0.0,200.0,343.0,0.0,89.46,0.0,201.68,308.87,305.49,305.49
1,Colonia,5,Maritimo - Fluvial,2018-02-02,13912,2018-02-06,13916,1,Uruguay,10,Colonia,2,Visita familiares / amigos,2,Ama de casa,4.0,Secundaria completa,10,Argentina,6,Vivienda Familiares / Amigos,1,Colonia,5,Maritimo - Fluvial,4,Auto familiares / amigos,4,2,103.38,0.0,28.93,50.28,0.0,0.0,0.0,35.67,38.78,236.5,472.99
10,Salto,2,Terrestre Auto,2023-08-19,15936,2023-08-23,15940,1,Uruguay,60,Salto,2,Visita familiares / amigos,1,"Jubilado, Pensionista",3.0,Secundaria incompleta,10,Argentina,6,Vivienda Familiares / Amigos,10,Salto,2,Terrestre Auto,1,Auto propio,4,3,184.94,0.0,66.05,0.0,21.14,0.0,0.0,47.4,50.35,387.62,1162.86
18,Río Branco,2,Terrestre Auto,2017-02-13,13558,2017-02-22,13567,1,Uruguay,30,Lavalleja,1,"Ocio, Recreo, Vacaciones",15,"Obrero esp, Conductor, Artesano",3.0,Secundaria incompleta,20,Brasil,5,Vivienda Arrendada,18,Río Branco,2,Terrestre Auto,0,Sin Datos,9,6,3372.0,1404.0,756.0,0.0,486.0,0.0,0.0,564.0,162.0,88.59,531.52
3,Aeropuerto de Carrasco,1,Aereo,2017-06-13,13678,2017-07-03,13698,1,Uruguay,21,Montevideo,1,"Ocio, Recreo, Vacaciones",13,"Prof, Tecnico, Docente, Artista",6.0,Terciaria completa,40,Europa,1,Hotel,3,Aeropuerto de Carrasco,1,Aereo,0,Sin Datos,20,2,3098.0,491.59,1080.0,4824.0,36.41,106.0,0.0,1384.0,0.0,106.2,212.39
7,Fray Bentos,3,Terrestre Bus,2020-01-23,14632,2020-01-27,14636,1,Uruguay,31,Maldonado,1,"Ocio, Recreo, Vacaciones",14,"Jefe, Capataz, Encargado",5.0,Terciaria incompleta,10,Argentina,1,Hotel,7,Fray Bentos,3,Terrestre Bus,3,Taxi - Bus,4,2,500.0,130.0,215.81,0.0,0.0,154.19,0.0,0.0,0.0,193.45,386.91
1,Colonia,5,Maritimo - Fluvial,2016-12-26,13509,2017-01-02,13516,1,Uruguay,21,Montevideo,1,"Ocio, Recreo, Vacaciones",17,"Mozo, Portero, Serv Dom, Otros Serv",4.0,Secundaria completa,10,Argentina,6,Vivienda Familiares / Amigos,1,Colonia,5,Maritimo - Fluvial,0,Sin Datos,7,4,595.84,0.0,280.4,168.24,0.0,13.38,0.0,0.0,302.06,196.13,784.53
1,Colonia,5,Maritimo - Fluvial,2017-09-15,13772,2017-09-19,13776,1,Uruguay,21,Montevideo,1,"Ocio, Recreo, Vacaciones",16,"Empl. Adm, Cajero, Vendedor",5.0,Terciaria incompleta,10,Argentina,1,Hotel,1,Colonia,5,Maritimo - Fluvial,0,Sin Datos,4,2,930.0,332.75,196.24,70.0,93.85,0.0,0.0,187.71,119.45,152.42,304.84
17,Melo - Aceguá,2,Terrestre Auto,2017-07-13,13708,2017-07-21,13716,1,Uruguay,30,Lavalleja,1,"Ocio, Recreo, Vacaciones",16,"Empl. Adm, Cajero, Vendedor",3.0,Secundaria incompleta,20,Brasil,1,Hotel,17,Melo - Aceguá,2,Terrestre Auto,0,Sin Datos,8,4,1350.0,424.05,304.79,0.0,145.77,226.93,0.0,182.21,66.26,131.33,525.33
8,Paysandú,2,Terrestre Auto,2019-03-27,14330,2019-04-03,14337,1,Uruguay,53,Rivera,1,"Ocio, Recreo, Vacaciones",15,"Obrero esp, Conductor, Artesano",3.0,Secundaria incompleta,10,Argentina,12,"Cabañas, Bungalows",8,Paysandú,2,Terrestre Auto,1,Auto propio,7,2,1561.65,400.0,300.0,0.0,60.0,150.0,0.0,100.0,551.65,428.52,857.03
7,Fray Bentos,2,Terrestre Auto,2023-04-08,15803,2023-04-14,15809,1,Uruguay,20,Canelones,1,"Ocio, Recreo, Vacaciones",15,"Obrero esp, Conductor, Artesano",4.0,Secundaria completa,10,Argentina,1,Hotel,7,Fray Bentos,2,Terrestre Auto,1,Auto propio,6,3,800.17,160.79,152.34,0.0,177.92,0.0,0.0,117.29,191.82,413.19,1239.57
13,Rivera,2,Terrestre Auto,2018-11-29,14212,2018-12-04,14217,1,Uruguay,43,Tacuarembo,1,"Ocio, Recreo, Vacaciones",11,"Patron, Com, Ind, Prod Agrop",4.0,Secundaria completa,20,Brasil,12,"Cabañas, Bungalows",13,Rivera,2,Terrestre Auto,1,Auto propio,5,5,950.0,350.0,350.0,0.0,150.0,0.0,0.0,0.0,100.0,44.87,224.33
8,Paysandú,2,Terrestre Auto,2023-07-06,15892,2023-07-10,15896,1,Uruguay,21,Montevideo,1,"Ocio, Recreo, Vacaciones",3,Estudiante,5.0,Terciaria incompleta,10,Argentina,5,Vivienda Arrendada,8,Paysandú,2,Terrestre Auto,1,Auto propio,4,4,1800.0,492.83,466.52,0.0,0.0,301.88,0.0,538.77,0.0,918.89,3675.58
8,Paysandú,2,Terrestre Auto,2022-12-07,15681,2022-12-09,15683,1,Uruguay,12,Rio Negro,2,Visita familiares / amigos,16,"Empl. Adm, Cajero, Vendedor",4.0,Secundaria completa,10,Argentina,6,Vivienda Familiares / Amigos,8,Paysandú,2,Terrestre Auto,1,Auto propio,2,1,255.82,0.0,35.81,0.0,35.81,0.0,0.0,117.86,66.33,502.85,502.85
18,Río Branco,2,Terrestre Auto,2025-03-17,16512,2025-03-23,16518,1,Uruguay,54,Treinta y Tres,1,"Ocio, Recreo, Vacaciones",26,Profesional independiente,,,20,Brasil,1,Hotel,18,Río Branco,2,Terrestre Auto,1,Auto propio,6,2,2400.0,856.43,586.64,0.0,235.07,0.0,0.0,583.3,138.56,160.63,321.26
3,Aeropuerto de Carrasco,1,Aereo,2017-04-23,13627,2017-04-27,13631,1,Uruguay,20,Canelones,3,Trabajo / Profesion,11,"Patron, Com, Ind, Prod Agrop",6.0,Terciaria completa,31,Chile,1,Hotel,3,Aeropuerto de Carrasco,1,Aereo,0,Sin Datos,4,1,300.0,150.0,77.88,0.0,72.12,0.0,0.0,0.0,0.0,119.64,119.64
3,Aeropuerto de Carrasco,1,Aereo,2019-06-12,14407,2019-06-13,14408,1,Uruguay,21,Montevideo,3,Trabajo / Profesion,12,"Director, gerente",6.0,Terciaria completa,10,Argentina,1,Hotel,3,Aeropuerto de Carrasco,1,Aereo,6,Otros,1,1,212.35,84.36,47.58,167.65,80.41,0.0,0.0,0.0,0.0,253.84,253.84
4,Chuy,2,Terrestre Auto,2023-01-06,15711,2023-01-16,15721,1,Uruguay,31,Maldonado,1,"Ocio, Recreo, Vacaciones",16,"Empl. Adm, Cajero, Vendedor",4.0,Secundaria completa,20,Brasil,2,Appart Hotel,4,Chuy,2,Terrestre Auto,1,Auto propio,10,4,1300.0,550.0,400.0,0.0,300.0,22.91,0.0,19.42,7.67,91.58,102.29
10,Salto,2,Terrestre Auto,2018-01-02,13881,2018-01-08,13887,1,Uruguay,21,Montevideo,1,"Ocio, Recreo, Vacaciones",15,"Obrero esp, Conductor, Artesano",3.0,Secundaria incompleta,10,Argentina,1,Hotel,10,Salto,2,Terrestre Auto,1,Auto propio,6,4,1020.26,253.54,187.51,0.0,49.98,140.57,0.0,95.95,292.72,347.2,1388.79
3,Aeropuerto de Carrasco,1,Aereo,2018-07-13,14073,2018-08-10,14101,1,Uruguay,21,Montevideo,2,Visita familiares / amigos,1,"Jubilado, Pensionista",4.0,Secundaria completa,40,Europa,6,Vivienda Familiares / Amigos,3,Aeropuerto de Carrasco,1,Aereo,4,Auto familiares / amigos,28,1,2886.0,0.0,1854.95,1200.0,0.0,201.48,0.0,829.57,0.0,201.49,201.49
1,Colonia,5,Maritimo - Fluvial,2024-05-15,16206,2024-05-20,16211,1,Uruguay,21,Montevideo,3,Trabajo / Profesion,27,Profesional dependiente,,,10,Argentina,1,Hotel,1,Colonia,5,Maritimo - Fluvial,6,Otros,5,3,950.0,174.59,158.79,359.77,166.63,0.0,0.0,450.0,0.0,176.08,528.24
17,Melo - Aceguá,2,Terrestre Auto,2024-12-16,16421,2024-12-27,16432,1,Uruguay,54,Treinta y Tres,1,"Ocio, Recreo, Vacaciones",24,Trabajador Independiente,,,20,Brasil,30,Vivienda arrendada X plataforma,17,Melo - Aceguá,2,Terrestre Auto,1,Auto propio,11,4,2504.64,800.0,500.0,0.0,305.02,300.0,0.0,418.3,181.31,201.71,806.82
8,Paysandú,2,Terrestre Auto,2022-12-30,15704,2023-01-05,15710,1,Uruguay,41,Flores,2,Visita familiares / amigos,16,"Empl. Adm, Cajero, Vendedor",7.0,Otros,10,Argentina,6,Vivienda Familiares / Amigos,10,Salto,2,Terrestre Auto,1,Auto propio,6,2,600.0,0.0,109.17,0.0,50.0,200.0,0.0,100.0,140.83,79.35,78.43
18,Río Branco,2,Terrestre Auto,2024-02-18,16119,2024-02-24,16125,1,Uruguay,30,Lavalleja,1,"Ocio, Recreo, Vacaciones",25,Trabajador dependiente,,,20,Brasil,1,Hotel,18,Río Branco,2,Terrestre Auto,1,Auto propio,6,2,407.84,140.78,105.17,0.0,33.53,0.0,0.0,104.58,23.77,277.22,554.45
3,Aeropuerto de Carrasco,1,Aereo,2025-03-24,16519,2025-03-26,16521,1,Uruguay,21,Montevideo,3,Trabajo / Profesion,11,"Patron, Com, Ind, Prod Agrop",,,10,Argentina,1,Hotel,3,Aeropuerto de Carrasco,1,Aereo,3,Taxi - Bus,2,1,800.0,240.0,150.0,220.0,80.0,0.0,0.0,0.0,330.0,291.04,291.04
13,Rivera,2,Terrestre Auto,2022-08-16,15568,2022-08-26,15578,1,Uruguay,43,Tacuarembo,1,"Ocio, Recreo, Vacaciones",11,"Patron, Com, Ind, Prod Agrop",6.0,Terciaria completa,20,Brasil,6,Vivienda Familiares / Amigos,13,Rivera,2,Terrestre Auto,1,Auto propio,10,2,650.0,0.0,297.51,0.0,72.6,210.08,0.0,0.0,69.81,50.41,100.81
8,Paysandú,2,Terrestre Auto,2023-01-06,15711,2023-01-09,15714,1,Uruguay,61,Paysandu,1,"Ocio, Recreo, Vacaciones",16,"Empl. Adm, Cajero, Vendedor",5.0,Terciaria incompleta,10,Argentina,1,Hotel,8,Paysandú,2,Terrestre Auto,1,Auto propio,3,5,406.24,182.81,126.95,0.0,45.7,11.86,0.0,21.18,17.74,79.35,78.43
1,Colonia,5,Maritimo - Fluvial,2017-12-13,13861,2017-12-15,13863,1,Uruguay,21,Montevideo,8,Deportivo,13,"Prof, Tecnico, Docente, Artista",6.0,Terciaria completa,10,Argentina,1,Hotel,1,Colonia,5,Maritimo - Fluvial,3,Taxi - Bus,2,1,258.05,92.18,43.26,71.9,22.66,0.0,0.0,99.95,0.0,164.71,164.71
3,Aeropuerto de Carrasco,1,Aereo,2019-07-23,14448,2019-08-07,14463,1,Uruguay,21,Montevideo,1,"Ocio, Recreo, Vacaciones",16,"Empl. Adm, Cajero, Vendedor",4.0,Secundaria completa,33,Centro y Norte America,6,Vivienda Familiares / Amigos,3,Aeropuerto de Carrasco,1,Aereo,4,Auto familiares / amigos,15,1,3000.0,0.0,639.08,900.0,397.33,563.59,0.0,1400.0,0.0,284.74,284.74
3,Aeropuerto de Carrasco,1,Aereo,2017-06-30,13695,2017-07-06,13701,1,Uruguay,21,Montevideo,1,"Ocio, Recreo, Vacaciones",11,"Patron, Com, Ind, Prod Agrop",5.0,Terciaria incompleta,10,Argentina,1,Hotel,3,Aeropuerto de Carrasco,1,Aereo,0,Sin Datos,6,2,1628.0,662.24,423.1,172.0,202.35,0.0,0.0,211.55,128.77,106.2,212.39
2,Puerto de montevideo,5,Maritimo - Fluvial,2024-08-13,16296,2024-08-15,16298,1,Uruguay,21,Montevideo,10,Compras,25,Trabajador dependiente,,,10,Argentina,1,Hotel,2,Puerto de montevideo,5,Maritimo - Fluvial,6,Otros,2,2,500.0,94.32,85.51,0.0,89.54,0.0,33.14,197.5,0.0,96.15,192.3
18,Río Branco,2,Terrestre Auto,2022-12-13,15687,2022-12-14,15688,1,Uruguay,52,Cerro Largo,3,Trabajo / Profesion,13,"Prof, Tecnico, Docente, Artista",6.0,Terciaria completa,20,Brasil,1,Hotel,18,Río Branco,2,Terrestre Auto,1,Auto propio,1,1,100.0,48.01,41.3,0.0,10.69,0.0,0.0,0.0,0.0,470.29,470.29
3,Aeropuerto de Carrasco,1,Aereo,2017-10-28,13815,2017-11-04,13822,1,Uruguay,21,Montevideo,1,"Ocio, Recreo, Vacaciones",16,"Empl. Adm, Cajero, Vendedor",4.0,Secundaria completa,20,Brasil,12,"Cabañas, Bungalows",3,Aeropuerto de Carrasco,1,Aereo,3,Taxi - Bus,7,2,1179.79,536.98,297.77,0.0,145.19,199.86,0.0,0.0,0.0,134.27,268.53
7,Fray Bentos,2,Terrestre Auto,2025-02-10,16477,2025-02-16,16483,1,Uruguay,13,Soriano,3,Trabajo / Profesion,24,Trabajador Independiente,,,10,Argentina,1,Hotel,7,Fray Bentos,2,Terrestre Auto,1,Auto propio,6,2,750.0,208.86,250.0,0.0,25.07,0.0,0.0,66.85,199.23,218.34,436.67
4,Chuy,3,Terrestre Bus,2024-03-08,16138,2024-03-12,16142,1,Uruguay,21,Montevideo,1,"Ocio, Recreo, Vacaciones",1,"Jubilado, Pensionista",,,20,Brasil,1,Hotel,4,Chuy,3,Terrestre Bus,3,Taxi - Bus,4,2,800.0,333.0,467.0,230.0,0.0,0.0,0.0,0.0,0.0,283.68,567.36
7,Fray Bentos,2,Terrestre Auto,2017-12-23,13871,2018-01-02,13881,1,Uruguay,11,Saqn Jose,2,Visita familiares / amigos,4,Rentista,5.0,Terciaria incompleta,10,Argentina,6,Vivienda Familiares / Amigos,1,Colonia,5,Maritimo - Fluvial,1,Auto propio,10,2,1370.81,240.0,200.0,170.0,127.01,60.0,0.0,0.0,743.8,229.44,458.89
3,Aeropuerto de Carrasco,1,Aereo,2024-06-18,16240,2024-06-25,16247,1,Uruguay,21,Montevideo,1,"Ocio, Recreo, Vacaciones",25,Trabajador dependiente,,,10,Argentina,1,Hotel,3,Aeropuerto de Carrasco,1,Aereo,3,Taxi - Bus,7,3,2614.65,1622.79,371.65,357.0,120.21,200.0,0.0,300.0,0.0,205.14,615.42
